ts,device_id,temp_c,rh_pct,pressure_hpa,soil_moist_pct,rain_mm_5min
2025-07-29 12:30:00+00:00,esp32-01,26.4,79.5,1010.0,39.1,0.0
2025-07-29 12:35:00+00:00,esp32-01,26.22,80.8,1009.2,38.9,0.0
2025-07-29 12:40:00+00:00,esp32-01,26.18,79.3,1009.2,38.9,0.0
2025-07-29 12:45:00+00:00,esp32-01,26.11,81.1,1009.2,38.9,0.0
2025-07-29 12:50:00+00:00,esp32-01,27.07,82.3,1007.9,38.7,0.0
2025-07-29 12:55:00+00:00,esp32-01,25.46,81.3,1010.4,38.7,0.0
2025-07-29 13:00:00+00:00,esp32-01,25.32,81.4,1009.0,38.6,0.0
2025-07-29 13:05:00+00:00,esp32-01,25.07,84.9,1010.3,38.7,0.0
2025-07-29 13:10:00+00:00,esp32-01,25.85,80.8,1008.7,38.6,0.147
2025-07-29 13:15:00+00:00,esp32-01,26.09,78.7,1010.8,38.7,0.0
2025-07-29 13:20:00+00:00,esp32-01,25.27,81.4,1010.1,38.7,0.0
2025-07-29 13:25:00+00:00,esp32-01,24.76,79.4,1010.5,38.9,0.0
2025-07-29 13:30:00+00:00,esp32-01,24.7,80.6,1009.3,38.9,0.0
2025-07-29 13:35:00+00:00,esp32-01,25.52,85.8,1008.8,39.0,0.0
2025-07-29 13:40:00+00:00,esp32-01,25.5,85.3,1008.8,39.0,0.031
2025-07-29 13:45:00+00:00,esp32-01,25.32,76.9,1008.3,39.0,0.0
2025-07-29 13:50:00+00:00,esp32-01,24.52,81.3,1009.5,39.0,0.0
2025-07-29 13:55:00+00:00,esp32-01,24.99,82.9,1009.0,39.2,0.0
2025-07-29 14:00:00+00:00,esp32-01,24.86,83.0,1009.3,39.3,0.0
2025-07-29 14:05:00+00:00,esp32-01,24.85,84.8,1010.4,39.4,0.0
2025-07-29 14:10:00+00:00,esp32-01,25.18,84.7,1010.4,39.4,0.0
2025-07-29 14:15:00+00:00,esp32-01,24.73,83.1,1009.9,39.4,0.0
2025-07-29 14:20:00+00:00,esp32-01,24.94,80.1,1010.3,39.4,0.0
2025-07-29 14:25:00+00:00,esp32-01,24.51,82.5,1009.6,39.6,0.0
2025-07-29 14:30:00+00:00,esp32-01,24.58,82.1,1012.0,39.4,0.0
2025-07-29 14:35:00+00:00,esp32-01,24.73,83.3,1010.3,39.5,0.0
2025-07-29 14:40:00+00:00,esp32-01,23.41,86.4,1009.6,39.7,0.0
2025-07-29 14:45:00+00:00,esp32-01,24.04,85.7,1010.8,39.6,0.0
2025-07-29 14:50:00+00:00,esp32-01,23.89,87.2,1011.1,39.7,0.0
2025-07-29 14:55:00+00:00,esp32-01,23.73,83.7,1009.5,39.7,0.0
2025-07-29 15:00:00+00:00,esp32-01,23.9,89.5,1008.9,39.7,0.0
2025-07-29 15:05:00+00:00,esp32-01,24.91,87.2,1009.1,39.7,0.0
2025-07-29 15:10:00+00:00,esp32-01,23.44,85.6,1009.5,39.5,0.0
2025-07-29 15:15:00+00:00,esp32-01,24.49,87.3,1010.0,39.6,0.0
2025-07-29 15:20:00+00:00,esp32-01,22.85,83.6,1008.8,39.8,0.0
2025-07-29 15:25:00+00:00,esp32-01,23.61,79.4,1009.7,39.8,0.0
2025-07-29 15:30:00+00:00,esp32-01,23.86,84.0,1009.9,39.9,0.0
2025-07-29 15:35:00+00:00,esp32-01,24.07,88.2,1010.3,39.9,0.0
2025-07-29 15:40:00+00:00,esp32-01,24.1,86.4,1010.5,39.7,0.0
2025-07-29 15:45:00+00:00,esp32-01,24.1,85.8,1010.3,39.8,0.0
2025-07-29 15:50:00+00:00,esp32-01,23.38,83.8,1011.4,39.7,0.0
2025-07-29 15:55:00+00:00,esp32-01,23.27,80.6,1010.8,39.5,0.0
2025-07-29 16:00:00+00:00,esp32-01,24.02,90.9,1010.1,39.2,0.0
2025-07-29 16:05:00+00:00,esp32-01,23.35,86.1,1009.1,39.3,0.0
2025-07-29 16:10:00+00:00,esp32-01,22.67,85.5,1009.4,39.3,0.0
2025-07-29 16:15:00+00:00,esp32-01,22.72,84.9,1008.7,39.3,0.0
2025-07-29 16:20:00+00:00,esp32-01,22.81,90.8,1010.0,39.5,0.0
2025-07-29 16:25:00+00:00,esp32-01,23.63,89.7,1010.1,39.6,0.0
2025-07-29 16:30:00+00:00,esp32-01,23.39,84.3,1010.5,39.4,0.0
2025-07-29 16:35:00+00:00,esp32-01,23.69,94.9,1009.5,39.3,0.066
2025-07-29 16:40:00+00:00,esp32-01,22.99,86.9,1010.6,39.2,0.0
2025-07-29 16:45:00+00:00,esp32-01,23.32,92.1,1009.6,39.3,0.013
2025-07-29 16:50:00+00:00,esp32-01,23.57,86.6,1008.8,39.3,0.0
2025-07-29 16:55:00+00:00,esp32-01,22.99,85.2,1009.2,39.4,0.0
2025-07-29 17:00:00+00:00,esp32-01,23.43,83.6,1009.6,39.2,0.0
2025-07-29 17:05:00+00:00,esp32-01,22.74,90.0,1009.0,39.2,0.0
2025-07-29 17:10:00+00:00,esp32-01,22.9,87.0,1009.3,39.2,0.0
2025-07-29 17:15:00+00:00,esp32-01,22.88,89.6,1009.7,39.1,0.0
2025-07-29 17:20:00+00:00,esp32-01,22.37,88.6,1009.3,39.0,0.0
2025-07-29 17:25:00+00:00,esp32-01,23.37,89.5,1009.4,39.0,0.0
2025-07-29 17:30:00+00:00,esp32-01,22.79,81.7,1008.6,39.0,0.0
2025-07-29 17:35:00+00:00,esp32-01,23.07,85.3,1009.7,38.9,0.0
2025-07-29 17:40:00+00:00,esp32-01,23.34,89.6,1009.6,38.9,0.0
2025-07-29 17:45:00+00:00,esp32-01,23.31,84.1,1008.6,38.8,0.0
2025-07-29 17:50:00+00:00,esp32-01,23.44,89.0,1008.1,38.9,0.0
2025-07-29 17:55:00+00:00,esp32-01,22.98,83.8,1010.1,39.0,0.0
2025-07-29 18:00:00+00:00,esp32-01,22.78,88.0,1010.5,39.0,0.0
2025-07-29 18:05:00+00:00,esp32-01,22.99,92.8,1009.2,39.1,0.0
2025-07-29 18:10:00+00:00,esp32-01,22.03,90.2,1008.7,38.8,0.0
2025-07-29 18:15:00+00:00,esp32-01,22.18,82.4,1009.8,38.7,0.0
2025-07-29 18:20:00+00:00,esp32-01,22.26,90.4,1009.3,38.6,0.0
2025-07-29 18:25:00+00:00,esp32-01,22.46,93.3,1008.7,38.5,0.0
2025-07-29 18:30:00+00:00,esp32-01,23.31,96.2,1009.6,38.4,0.0
2025-07-29 18:35:00+00:00,esp32-01,22.54,89.2,1008.1,38.4,0.0
2025-07-29 18:40:00+00:00,esp32-01,22.86,88.6,1007.1,38.2,0.054
2025-07-29 18:45:00+00:00,esp32-01,23.88,94.8,1008.5,38.5,0.009
2025-07-29 18:50:00+00:00,esp32-01,22.91,92.5,1008.7,38.5,0.0
2025-07-29 18:55:00+00:00,esp32-01,23.58,87.1,1009.1,38.6,0.0
2025-07-29 19:00:00+00:00,esp32-01,22.6,90.7,1009.5,38.5,0.0
2025-07-29 19:05:00+00:00,esp32-01,23.05,85.0,1007.3,38.4,0.0
2025-07-29 19:10:00+00:00,esp32-01,22.63,88.6,1008.5,38.5,0.0
2025-07-29 19:15:00+00:00,esp32-01,23.02,79.9,1010.0,38.6,0.0
2025-07-29 19:20:00+00:00,esp32-01,23.75,84.5,1008.0,38.6,0.0
2025-07-29 19:25:00+00:00,esp32-01,22.24,87.2,1007.8,38.6,0.0
2025-07-29 19:30:00+00:00,esp32-01,23.56,86.1,1006.6,38.7,0.0
2025-07-29 19:35:00+00:00,esp32-01,23.48,83.2,1008.4,38.6,0.0
2025-07-29 19:40:00+00:00,esp32-01,23.01,85.5,1008.8,38.5,0.0
2025-07-29 19:45:00+00:00,esp32-01,22.53,87.9,1008.7,38.4,0.0
2025-07-29 19:50:00+00:00,esp32-01,23.48,86.5,1007.4,38.5,0.0
2025-07-29 19:55:00+00:00,esp32-01,23.15,86.9,1008.2,38.4,0.0
2025-07-29 20:00:00+00:00,esp32-01,23.65,88.8,1008.4,38.4,0.0
2025-07-29 20:05:00+00:00,esp32-01,23.56,85.4,1008.2,38.3,0.0
2025-07-29 20:10:00+00:00,esp32-01,24.55,90.4,1007.3,38.3,0.0
2025-07-29 20:15:00+00:00,esp32-01,23.48,83.3,1008.2,38.4,0.0
2025-07-29 20:20:00+00:00,esp32-01,23.06,91.9,1007.5,38.4,0.0
2025-07-29 20:25:00+00:00,esp32-01,23.82,89.3,1006.6,38.4,0.0
2025-07-29 20:30:00+00:00,esp32-01,23.89,84.8,1008.7,38.4,0.0
2025-07-29 20:35:00+00:00,esp32-01,24.62,84.9,1008.2,38.4,0.0
2025-07-29 20:40:00+00:00,esp32-01,24.36,86.2,1008.6,38.5,0.0
2025-07-29 20:45:00+00:00,esp32-01,24.12,87.2,1007.7,38.3,0.0
2025-07-29 20:50:00+00:00,esp32-01,24.84,88.6,1008.6,38.4,0.0
2025-07-29 20:55:00+00:00,esp32-01,23.3,81.1,1008.9,38.4,0.0
2025-07-29 21:00:00+00:00,esp32-01,23.68,86.3,1009.5,38.5,0.0
2025-07-29 21:05:00+00:00,esp32-01,23.56,82.5,1008.0,38.3,0.113
2025-07-29 21:10:00+00:00,esp32-01,23.94,84.1,1008.4,38.3,0.0
2025-07-29 21:15:00+00:00,esp32-01,23.4,88.9,1007.0,38.3,0.0
2025-07-29 21:20:00+00:00,esp32-01,24.67,80.1,1008.0,38.3,0.0
2025-07-29 21:25:00+00:00,esp32-01,24.21,79.4,1007.0,38.3,0.0
2025-07-29 21:30:00+00:00,esp32-01,23.52,84.7,1007.5,38.5,0.0
2025-07-29 21:35:00+00:00,esp32-01,23.86,88.0,1009.7,38.5,0.0
2025-07-29 21:40:00+00:00,esp32-01,24.72,84.6,1007.3,38.5,0.0
2025-07-29 21:45:00+00:00,esp32-01,25.1,77.8,1006.3,38.4,0.0
2025-07-29 21:50:00+00:00,esp32-01,25.86,78.2,1008.8,38.4,0.0
2025-07-29 21:55:00+00:00,esp32-01,26.47,83.4,1007.6,38.3,0.0
2025-07-29 22:00:00+00:00,esp32-01,25.04,79.4,1008.8,38.4,0.0
2025-07-29 22:05:00+00:00,esp32-01,24.26,83.1,1007.3,38.4,0.0
2025-07-29 22:10:00+00:00,esp32-01,23.64,83.1,1007.9,38.5,0.0
2025-07-29 22:15:00+00:00,esp32-01,25.15,80.9,1009.2,38.4,0.0
2025-07-29 22:20:00+00:00,esp32-01,24.57,87.6,1007.3,38.3,0.0
2025-07-29 22:25:00+00:00,esp32-01,24.88,83.7,1008.2,38.3,0.0
2025-07-29 22:30:00+00:00,esp32-01,24.83,85.4,1008.6,38.3,0.0
2025-07-29 22:35:00+00:00,esp32-01,25.18,84.3,1007.8,38.4,0.0
2025-07-29 22:40:00+00:00,esp32-01,25.98,80.9,1008.6,38.6,0.0
2025-07-29 22:45:00+00:00,esp32-01,25.51,80.6,1008.5,38.5,0.0
2025-07-29 22:50:00+00:00,esp32-01,25.39,80.0,1008.9,38.5,0.0
2025-07-29 22:55:00+00:00,esp32-01,24.94,82.8,1010.0,38.4,0.0
2025-07-29 23:00:00+00:00,esp32-01,24.63,78.6,1010.7,38.2,0.0
2025-07-29 23:05:00+00:00,esp32-01,25.41,85.5,1009.0,38.3,0.0
2025-07-29 23:10:00+00:00,esp32-01,25.75,77.9,1008.6,38.1,0.0
2025-07-29 23:15:00+00:00,esp32-01,26.92,80.5,1009.0,38.2,0.0
2025-07-29 23:20:00+00:00,esp32-01,26.01,79.0,1008.5,38.3,0.0
2025-07-29 23:25:00+00:00,esp32-01,26.59,78.1,1007.5,38.2,0.0
2025-07-29 23:30:00+00:00,esp32-01,25.78,85.7,1008.8,38.1,0.0
2025-07-29 23:35:00+00:00,esp32-01,25.45,77.7,1009.7,38.1,0.0
2025-07-29 23:40:00+00:00,esp32-01,25.65,77.9,1007.7,38.1,0.0
2025-07-29 23:45:00+00:00,esp32-01,25.87,76.6,1008.2,38.1,0.0
2025-07-29 23:50:00+00:00,esp32-01,27.66,78.5,1008.5,38.0,0.0
2025-07-29 23:55:00+00:00,esp32-01,25.97,77.8,1009.3,37.8,0.0
2025-07-30 00:00:00+00:00,esp32-01,27.33,74.0,1011.6,37.9,0.0
2025-07-30 00:05:00+00:00,esp32-01,26.36,75.9,1009.1,38.0,0.0
2025-07-30 00:10:00+00:00,esp32-01,27.54,78.7,1009.8,38.0,0.0
2025-07-30 00:15:00+00:00,esp32-01,27.29,79.8,1009.8,37.9,0.0
2025-07-30 00:20:00+00:00,esp32-01,27.04,76.5,1009.6,38.1,0.0
2025-07-30 00:25:00+00:00,esp32-01,27.18,76.4,1009.8,38.0,0.0
2025-07-30 00:30:00+00:00,esp32-01,26.89,75.0,1009.5,38.0,0.0
2025-07-30 00:35:00+00:00,esp32-01,27.63,74.3,1012.1,38.1,0.0
2025-07-30 00:40:00+00:00,esp32-01,27.16,72.9,1010.6,38.1,0.0
2025-07-30 00:45:00+00:00,esp32-01,26.77,70.7,1009.7,38.2,0.0
2025-07-30 00:50:00+00:00,esp32-01,26.82,73.1,1011.0,38.2,0.0
2025-07-30 00:55:00+00:00,esp32-01,27.76,77.7,1010.3,38.3,0.0
2025-07-30 01:00:00+00:00,esp32-01,28.68,73.5,1010.2,38.3,0.0
2025-07-30 01:05:00+00:00,esp32-01,27.9,73.5,1010.0,38.4,0.0
2025-07-30 01:10:00+00:00,esp32-01,27.81,73.2,1010.0,38.3,0.0
2025-07-30 01:15:00+00:00,esp32-01,28.12,77.9,1009.3,38.3,0.0
2025-07-30 01:20:00+00:00,esp32-01,28.81,71.1,1009.0,38.3,0.0
2025-07-30 01:25:00+00:00,esp32-01,28.23,74.6,1010.6,38.3,0.0
2025-07-30 01:30:00+00:00,esp32-01,27.92,73.3,1010.2,38.3,0.0
2025-07-30 01:35:00+00:00,esp32-01,28.9,73.5,1011.1,38.3,0.0
2025-07-30 01:40:00+00:00,esp32-01,28.56,73.9,1009.7,38.2,0.0
2025-07-30 01:45:00+00:00,esp32-01,29.3,73.1,1009.6,38.0,0.0
2025-07-30 01:50:00+00:00,esp32-01,28.55,75.1,1011.1,38.0,0.0
2025-07-30 01:55:00+00:00,esp32-01,27.78,72.4,1010.3,38.0,0.0
2025-07-30 02:00:00+00:00,esp32-01,27.76,77.6,1011.2,38.1,0.0
2025-07-30 02:05:00+00:00,esp32-01,29.63,72.3,1010.6,38.1,0.0
2025-07-30 02:10:00+00:00,esp32-01,29.74,66.9,1012.1,38.0,0.0
2025-07-30 02:15:00+00:00,esp32-01,28.66,73.7,1011.2,38.0,0.0
2025-07-30 02:20:00+00:00,esp32-01,28.6,72.8,1010.9,37.9,0.0
2025-07-30 02:25:00+00:00,esp32-01,29.77,71.5,1011.2,37.8,0.0
2025-07-30 02:30:00+00:00,esp32-01,28.29,70.5,1010.4,37.8,0.0
2025-07-30 02:35:00+00:00,esp32-01,28.48,64.7,1009.3,37.8,0.0
2025-07-30 02:40:00+00:00,esp32-01,29.46,65.1,1010.9,37.9,0.0
2025-07-30 02:45:00+00:00,esp32-01,28.9,75.7,1012.2,37.8,0.0
2025-07-30 02:50:00+00:00,esp32-01,29.19,68.8,1008.8,37.7,0.0
2025-07-30 02:55:00+00:00,esp32-01,29.15,73.3,1011.0,37.6,0.0
2025-07-30 03:00:00+00:00,esp32-01,29.5,65.5,1009.4,37.6,0.0
2025-07-30 03:05:00+00:00,esp32-01,30.2,67.0,1010.6,37.7,0.0
2025-07-30 03:10:00+00:00,esp32-01,29.46,72.0,1010.7,37.4,0.0
2025-07-30 03:15:00+00:00,esp32-01,29.85,69.5,1011.2,37.5,0.0
2025-07-30 03:20:00+00:00,esp32-01,28.28,71.3,1010.8,37.4,0.0
2025-07-30 03:25:00+00:00,esp32-01,29.53,69.5,1011.7,37.3,0.0
2025-07-30 03:30:00+00:00,esp32-01,29.1,68.8,1011.6,37.3,0.0
2025-07-30 03:35:00+00:00,esp32-01,28.92,67.2,1010.5,37.2,0.0
2025-07-30 03:40:00+00:00,esp32-01,29.17,65.6,1011.5,37.1,0.0
2025-07-30 03:45:00+00:00,esp32-01,29.54,73.2,1010.3,37.0,0.0
2025-07-30 03:50:00+00:00,esp32-01,30.33,73.6,1010.2,37.0,0.0
2025-07-30 03:55:00+00:00,esp32-01,29.02,65.7,1009.6,37.1,0.0
2025-07-30 04:00:00+00:00,esp32-01,29.88,65.4,1011.6,37.2,0.0
2025-07-30 04:05:00+00:00,esp32-01,29.61,67.5,1010.3,37.2,0.0
2025-07-30 04:10:00+00:00,esp32-01,29.74,69.5,1008.5,37.3,0.0
2025-07-30 04:15:00+00:00,esp32-01,30.57,67.8,1010.9,37.3,0.0
2025-07-30 04:20:00+00:00,esp32-01,30.32,69.8,1010.1,37.4,0.0
2025-07-30 04:25:00+00:00,esp32-01,30.83,68.0,1010.2,37.3,0.0
2025-07-30 04:30:00+00:00,esp32-01,29.97,67.8,1010.2,37.2,0.0
2025-07-30 04:35:00+00:00,esp32-01,29.67,75.3,1010.1,37.2,0.0
2025-07-30 04:40:00+00:00,esp32-01,29.98,66.4,1012.5,37.2,0.0
2025-07-30 04:45:00+00:00,esp32-01,30.29,72.8,1011.6,37.2,0.0
2025-07-30 04:50:00+00:00,esp32-01,30.27,72.1,1010.8,37.1,0.0
2025-07-30 04:55:00+00:00,esp32-01,29.54,75.0,1009.8,37.2,0.076
2025-07-30 05:00:00+00:00,esp32-01,30.26,66.1,1010.4,37.4,0.279
2025-07-30 05:05:00+00:00,esp32-01,30.36,74.4,1009.3,37.6,0.576
2025-07-30 05:10:00+00:00,esp32-01,31.75,72.2,1009.6,38.1,1.165
2025-07-30 05:15:00+00:00,esp32-01,31.39,71.1,1009.9,38.9,1.732
2025-07-30 05:20:00+00:00,esp32-01,29.76,69.9,1009.7,39.6,1.551
2025-07-30 05:25:00+00:00,esp32-01,30.11,74.5,1010.1,39.9,1.0
2025-07-30 05:30:00+00:00,esp32-01,29.42,75.1,1008.9,40.1,0.579
2025-07-30 05:35:00+00:00,esp32-01,29.95,78.8,1009.2,40.2,0.257
2025-07-30 05:40:00+00:00,esp32-01,30.5,71.3,1008.2,40.0,0.074
2025-07-30 05:45:00+00:00,esp32-01,31.04,64.2,1009.1,39.8,0.0
2025-07-30 05:50:00+00:00,esp32-01,29.89,68.4,1007.7,40.0,0.0
2025-07-30 05:55:00+00:00,esp32-01,29.93,72.6,1010.1,40.0,0.0
2025-07-30 06:00:00+00:00,esp32-01,29.04,67.6,1010.2,39.8,0.0
2025-07-30 06:05:00+00:00,esp32-01,30.23,68.7,1010.5,40.1,0.0
2025-07-30 06:10:00+00:00,esp32-01,29.69,66.7,1008.7,40.0,0.0
2025-07-30 06:15:00+00:00,esp32-01,30.0,65.9,1009.9,40.0,0.0
2025-07-30 06:20:00+00:00,esp32-01,29.79,69.4,1009.5,40.0,0.0
2025-07-30 06:25:00+00:00,esp32-01,30.25,67.1,1010.0,39.8,0.0
2025-07-30 06:30:00+00:00,esp32-01,29.24,68.6,1008.9,39.6,0.0
2025-07-30 06:35:00+00:00,esp32-01,29.41,69.0,1009.1,39.5,0.0
2025-07-30 06:40:00+00:00,esp32-01,31.55,68.5,1008.1,39.4,0.0
2025-07-30 06:45:00+00:00,esp32-01,29.49,69.2,1008.7,39.4,0.0
2025-07-30 06:50:00+00:00,esp32-01,29.59,65.0,1009.2,39.5,0.0
2025-07-30 06:55:00+00:00,esp32-01,31.33,64.9,1009.3,39.5,0.0
2025-07-30 07:00:00+00:00,esp32-01,31.95,67.6,1007.8,39.6,0.0
2025-07-30 07:05:00+00:00,esp32-01,29.48,67.7,1008.7,39.4,0.0
2025-07-30 07:10:00+00:00,esp32-01,29.94,66.2,1009.2,39.4,0.0
2025-07-30 07:15:00+00:00,esp32-01,30.35,68.6,1010.2,39.2,0.0
2025-07-30 07:20:00+00:00,esp32-01,31.15,70.7,1008.3,39.4,0.0
2025-07-30 07:25:00+00:00,esp32-01,29.5,71.6,1009.4,39.2,0.0
2025-07-30 07:30:00+00:00,esp32-01,29.91,72.3,1008.5,39.1,0.0
2025-07-30 07:35:00+00:00,esp32-01,30.5,64.2,1008.6,39.1,0.0
2025-07-30 07:40:00+00:00,esp32-01,30.26,64.8,1008.2,38.8,0.0
2025-07-30 07:45:00+00:00,esp32-01,29.74,67.5,1008.0,38.9,0.0
2025-07-30 07:50:00+00:00,esp32-01,29.85,68.7,1008.5,39.1,0.0
2025-07-30 07:55:00+00:00,esp32-01,29.07,67.9,1009.6,39.1,0.0
2025-07-30 08:00:00+00:00,esp32-01,29.72,67.0,1008.2,39.1,0.0
2025-07-30 08:05:00+00:00,esp32-01,29.66,67.9,1008.0,39.0,0.0
2025-07-30 08:10:00+00:00,esp32-01,29.92,70.4,1008.9,39.1,0.0
2025-07-30 08:15:00+00:00,esp32-01,29.4,65.0,1008.7,39.1,0.0
2025-07-30 08:20:00+00:00,esp32-01,29.98,76.2,1008.7,39.2,0.0
2025-07-30 08:25:00+00:00,esp32-01,30.26,69.3,1008.9,39.2,0.0
2025-07-30 08:30:00+00:00,esp32-01,29.7,72.6,1007.9,39.3,0.0
2025-07-30 08:35:00+00:00,esp32-01,29.77,67.8,1008.0,39.3,0.0
2025-07-30 08:40:00+00:00,esp32-01,29.54,71.4,1009.5,39.1,0.0
2025-07-30 08:45:00+00:00,esp32-01,29.46,70.1,1008.5,39.4,0.0
2025-07-30 08:50:00+00:00,esp32-01,28.97,72.5,1009.1,39.4,0.0
2025-07-30 08:55:00+00:00,esp32-01,29.55,69.5,1009.6,39.3,0.0
2025-07-30 09:00:00+00:00,esp32-01,29.24,74.9,1009.3,39.3,0.0
2025-07-30 09:05:00+00:00,esp32-01,30.5,66.0,1007.6,39.3,0.0
2025-07-30 09:10:00+00:00,esp32-01,30.14,73.4,1008.6,39.3,0.0
2025-07-30 09:15:00+00:00,esp32-01,29.37,71.1,1009.5,39.4,0.0
2025-07-30 09:20:00+00:00,esp32-01,28.62,67.9,1009.1,39.5,0.0
2025-07-30 09:25:00+00:00,esp32-01,28.35,76.9,1008.8,39.5,0.0
2025-07-30 09:30:00+00:00,esp32-01,29.67,76.8,1007.4,39.6,0.0
2025-07-30 09:35:00+00:00,esp32-01,29.05,65.2,1008.2,39.6,0.0
2025-07-30 09:40:00+00:00,esp32-01,29.12,72.1,1008.8,39.5,0.0
2025-07-30 09:45:00+00:00,esp32-01,27.72,73.9,1007.6,39.4,0.0
2025-07-30 09:50:00+00:00,esp32-01,29.26,73.3,1009.4,39.3,0.0
2025-07-30 09:55:00+00:00,esp32-01,28.92,76.7,1008.7,39.3,0.0
2025-07-30 10:00:00+00:00,esp32-01,27.91,76.3,1007.2,39.3,0.0
2025-07-30 10:05:00+00:00,esp32-01,28.23,73.3,1008.4,39.3,0.0
2025-07-30 10:10:00+00:00,esp32-01,28.6,86.8,1008.0,39.2,0.003
2025-07-30 10:15:00+00:00,esp32-01,28.41,75.7,1008.8,39.2,0.0
2025-07-30 10:20:00+00:00,esp32-01,28.13,72.1,1010.0,39.2,0.0
2025-07-30 10:25:00+00:00,esp32-01,28.17,71.7,1009.4,39.2,0.0
2025-07-30 10:30:00+00:00,esp32-01,28.02,77.2,1007.9,39.3,0.0
2025-07-30 10:35:00+00:00,esp32-01,28.19,71.3,1007.8,39.1,0.0
2025-07-30 10:40:00+00:00,esp32-01,28.91,72.7,1008.8,39.1,0.0
2025-07-30 10:45:00+00:00,esp32-01,26.41,73.4,1009.1,39.0,0.0
2025-07-30 10:50:00+00:00,esp32-01,27.74,75.4,1009.9,39.1,0.0
2025-07-30 10:55:00+00:00,esp32-01,27.91,74.0,1010.5,38.9,0.0
2025-07-30 11:00:00+00:00,esp32-01,27.91,70.8,1010.6,39.0,0.0
2025-07-30 11:05:00+00:00,esp32-01,27.44,78.5,1008.8,38.9,0.0
2025-07-30 11:10:00+00:00,esp32-01,26.53,74.0,1010.0,39.0,0.0
2025-07-30 11:15:00+00:00,esp32-01,27.71,81.5,1009.6,38.9,0.0
2025-07-30 11:20:00+00:00,esp32-01,28.47,76.5,1008.4,38.9,0.0
2025-07-30 11:25:00+00:00,esp32-01,26.44,79.6,1007.8,38.8,0.0
2025-07-30 11:30:00+00:00,esp32-01,27.8,77.9,1009.5,38.9,0.0
2025-07-30 11:35:00+00:00,esp32-01,27.01,80.2,1008.2,38.9,0.0
2025-07-30 11:40:00+00:00,esp32-01,27.1,78.2,1008.8,38.8,0.0
2025-07-30 11:45:00+00:00,esp32-01,26.42,77.4,1009.0,38.8,0.0
2025-07-30 11:50:00+00:00,esp32-01,26.78,80.2,1009.7,38.7,0.0
2025-07-30 11:55:00+00:00,esp32-01,27.68,84.6,1010.6,38.6,0.0
2025-07-30 12:00:00+00:00,esp32-01,27.18,76.5,1009.7,38.8,0.0
2025-07-30 12:05:00+00:00,esp32-01,27.79,79.9,1009.3,38.6,0.0
2025-07-30 12:10:00+00:00,esp32-01,27.38,77.8,1008.1,38.6,0.0
2025-07-30 12:15:00+00:00,esp32-01,26.86,79.5,1010.2,38.6,0.0
2025-07-30 12:20:00+00:00,esp32-01,27.57,78.3,1009.9,38.5,0.0
2025-07-30 12:25:00+00:00,esp32-01,26.71,72.0,1009.4,38.5,0.0
2025-07-30 12:30:00+00:00,esp32-01,26.87,78.1,1010.8,38.5,0.0
2025-07-30 12:35:00+00:00,esp32-01,26.12,81.9,1009.0,38.7,0.0
